Name,Age,Net_Worth,Income Source,Citizenship
Ana Lucia de Mattos Barretto Villela ,48.0,$1.6 B,Finance & Investments ,Brazil
Pyotr Kondrashev ,72.0,$1.5 B,Manufacturing ,Russia
Hui Wing Mau ,71.0,$5.4 B,Real Estate ,Hong Kong
Yang Xuegang ,57.0,$1.8 B,Manufacturing ,China
Ronald Lauder ,78.0,$5 B,Fashion & Retail ,United States
Stanley Druckenmiller ,68.0,$6.8 B,Finance & Investments ,United States
Chandru Raheja,81,$3.9B,real estate,India
Katharina Otto-Bernstein ,58.0,$3.8 B,Real Estate ,Germany
Mofatraj Munot ,77.0,$1.3 B,Real Estate ,India
Houshan Bai ,58.0,$2.3 B,Energy ,China
Ajay Parekh ,64.0,$2.1 B,Manufacturing ,India
Jay Paul ,74.0,$3.3 B,Real Estate ,United States
Zhou Minghua ,58.0,$1.1 B,Healthcare ,China
Michael Polsky ,73.0,$1.5 B,Energy ,United States
J. Christopher Reyes ,68.0,$7.1 B,Food & Beverage ,United States
John Oyler ,54.0,$1.1 B,Healthcare ,United States
Linda Pritzker ,68.0,$2 B,Service ,United States
Wong Man Li ,57.0,$2.8 B,Manufacturing ,Hong Kong
Hua Li ,44.0,$1.3 B,Finance & Investments ,China
Kenny Troutt ,74.0,$1.5 B,Telecom ,United States
Joshua Harris ,57.0,$5.8 B,Finance & Investments ,United States
David Geffen ,79.0,$10 B,Media & Entertainment ,United States
Kiran Mazumdar-Shaw,69,$2.9B,"biopharmaceuticals, Self Made",India
Jorge Mas ,59.0,$1.1 B,Construction & Engineering ,United States
Nadia Thiele ,46.0,$2.5 B,Finance & Investments ,Germany
Anatoly Lomakin ,69.0,$1.4 B,Metals & Mining ,Russia
Vincent McMahon ,76.0,$2.2 B,Sports ,United States
Heidi Horten ,81.0,$3 B,Fashion & Retail ,Austria
Sarath Ratanavadi ,56.0,$11.8 B,Energy ,Thailand
David Bonderman ,79.0,$4.5 B,Finance & Investments ,United States
Tang Binsen ,39.0,$1.5 B,Food & Beverage ,China
Victor Pinchuk ,61.0,$1.9 B,Metals & Mining ,Ukraine
Lin Jie & family ,53.0,$1.1 B,Healthcare ,China
Cen Junda ,57.0,$2.2 B,Healthcare ,China
Ma Jianrong & family ,58.0,$8.4 B,Fashion & Retail ,China
Wolfgang Marguerre & family ,80.0,$5.2 B,Healthcare ,Germany
Zhenghua Wang ,77.0,$1.8 B,Service ,China
Chuchat Petaumpai & Daonapa Petampai ,69.0,$2.5 B,Finance & Investments ,Thailand
Zhaobai Jiang ,58.0,$2.3 B,Real Estate ,China
Madhukar Parekh,76,$11.7B,adhesives,India
Thomas Tull ,51.0,$2.3 B,Media & Entertainment ,United States
Chang Jing ,39.0,$1.3 B,Technology ,China
Guangming Fu & family ,68.0,$1.9 B,Food & Beverage ,China
Gautam Adani,60,$74.8B,"commodities, infrastructure, Self Made",India
Alan Gerry ,93.0,$1.5 B,Media & Entertainment ,United States
Erik Must ,79.0,$1.1 B,Finance & Investments ,Norway
Fengluan Li ,60.0,$1.3 B,Diversified ,China
Huang Xu ,54.0,$1.1 B,Technology ,China
Zhang Wanzhen ,72.0,$2.3 B,Manufacturing ,China
Richard White ,67.0,$4.6 B,Technology ,Australia
Pollyanna Chu ,64.0,$1 B,Finance & Investments ,Hong Kong
Pang Kang ,66.0,$19.6 B,Food & Beverage ,China
Zhou Qunfei & family ,52.0,$7.1 B,Technology ,Hong Kong
Liu Quan ,45.0,$1 B,Technology ,China
Konstantin Sixt ,39.0,$1.3 B,Automotive ,Germany
Zhang Yubai ,57.0,$1.7 B,Food & Beverage ,China
Jimmy Haslam ,68.0,$3.8 B,Fashion & Retail ,United States
Gary Michelson ,73.0,$1.8 B,Healthcare ,United States
Tyler Winklevoss ,40.0,$4 B,Finance & Investments ,United States
Muthoot family,financial services,$6.4B,"Delhi, India",
Ramon Ang ,68.0,$2 B,Food & Beverage ,Philippines
Anand Surana ,51.0,$1.9 B,Healthcare ,India
Jim Davis & family ,78.0,$5.4 B,Manufacturing ,United States
Clive Calder ,75.0,$5.7 B,Media & Entertainment ,United Kingdom
Peter Unger ,77.0,$2.4 B,Automotive ,Germany
Massimo Moratti ,76.0,$1.5 B,Energy ,Italy
Hinduja brothers,diversified,$13.8B,"London, United Kingdom",
Xavier Niel ,54.0,$8.9 B,Telecom ,France
David Fattal & family ,64.0,$1.3 B,Service ,Israel
Pauline MacMillan Keinath ,88.0,$8.8 B,Food & Beverage ,United States
Carsten Maschmeyer ,62.0,$1.2 B,Finance & Investments ,Germany
Lee Yeow Chor & Yeow Seng ,,$4.8 B,Food & Beverage ,Malaysia
Koh Wee Meng ,58.0,$1.1 B,Real Estate ,Singapore
Chey Ki-won ,57.0,$1 B,Technology ,South Korea
Giammaria Giuliani ,44.0,$1.8 B,Healthcare ,Switzerland
Hasmukh Chudgar,88,$6.5B,"pharmaceuticals, Self Made",India
He Zuxun ,56.0,$1.3 B,Food & Beverage ,China
Lutz Mario Helmig ,75.0,$1.6 B,Healthcare ,Germany
Robert Sands ,63.0,$3.4 B,Food & Beverage ,United States
Pawan Munjal,68,$3.5B,motorcycles,India
Narendrakumar Parekh ,83.0,$2.1 B,Manufacturing ,India
Gary Rollins ,77.0,$5.3 B,Service ,United States
Jerry Reinsdorf ,86.0,$1.8 B,Sports ,United States
Robert Kuok ,98.0,$11.7 B,Diversified ,Malaysia
Cao Longxiang & family ,64.0,$2.9 B,Healthcare ,China
Seth Klarman ,64.0,$1.5 B,Finance & Investments ,United States
Randal J. Kirk ,68.0,$1.6 B,Healthcare ,United States
Mark Scheinberg ,48.0,$5.3 B,Gambling & Casinos ,Canada
Filiz Sahenk ,55.0,$2.2 B,Diversified ,Turkey
Mike Cannon-Brookes ,42.0,$15.3 B,Technology ,Australia
Joao Moreira Salles ,60.0,$1.8 B,Diversified ,Brazil
Thierry Cruanes ,54.0,$1.4 B,Technology ,United States
Yangyong Luo & family ,46.0,$2.1 B,Metals & Mining ,China
Lin Fanlian ,60.0,$2.2 B,Energy ,China
Huang Min ,48.0,$1.8 B,Manufacturing ,China
Richard Li ,55.0,$4.7 B,Telecom ,Hong Kong
Wang Jian ,68.0,$1.4 B,Technology ,China
Paul Sciarra ,41.0,$1.3 B,Media & Entertainment ,United States
Jenny Just ,54.0,$1.5 B,Finance & Investments ,United States
Hui Lin Chit ,68.0,$1.8 B,Manufacturing ,China
Michael Lee-Chin ,71.0,$2 B,Finance & Investments ,Canada
Andrey Melnichenko ,50.0,$11.1 B,Metals & Mining ,Russia
Ilson Mateus & family ,59.0,$1.4 B,Fashion & Retail ,Brazil
S.D. Shibulal ,67.0,$2.2 B,Technology ,India
Martin Selig ,84.0,$1.4 B,Real Estate ,United States
Nobutada Saji ,76.0,$1.2 B,Food & Beverage ,Japan
Hank & Doug Meijer ,,$16.5 B,Fashion & Retail ,United States
Andrey Andreev ,48.0,$2 B,Technology ,United Kingdom
Sid Bass ,79.0,$3.4 B,Energy ,United States
Yang Erzhu ,71.0,$1.1 B,Real Estate ,China
Kenneth Tuchman ,62.0,$2.8 B,Service ,United States
Oren Zeev ,57.0,$3 B,Finance & Investments ,Israel
Rodger Riney & family ,76.0,$3.6 B,Finance & Investments ,United States
John Catsimatidis ,73.0,$3.7 B,Energy ,United States
Semahat Sevim Arsel ,93.0,$1.6 B,Diversified ,Turkey
Kaiting Wu ,52.0,$1.5 B,Telecom ,Hong Kong
Bob Gaglardi ,81.0,$3.3 B,Real Estate ,Canada
Michael Rubin ,49.0,$8 B,Fashion & Retail ,United States
Rajan Raheja & family ,67.0,$2.4 B,Diversified ,India
Yao Hsiao Tung ,82.0,$1 B,Manufacturing ,Singapore
Josef Boquoi & family ,88.0,$1.7 B,Food & Beverage ,Germany
Tilman Fertitta ,64.0,$5.6 B,Food & Beverage ,United States
Archie Hwang ,69.0,$1.6 B,Technology ,Taiwan
Gopikishan Damani ,64.0,$7.8 B,Fashion & Retail ,India
Gao Dekang & family ,70.0,$4.3 B,Fashion & Retail ,China
Huijiao Yu ,56.0,$2.5 B,Logistics ,China
Andrew Karam ,40.0,$1.1 B,Media & Entertainment ,United States
Geng Diangen ,65.0,$1.2 B,Technology ,China
Bang Si-hyuk ,49.0,$2.9 B,Media & Entertainment ,South Korea
Mikhail Prokhorov ,56.0,$10.3 B,Finance & Investments ,Russia
Jay Hennick ,65.0,$2 B,Finance & Investments ,Canada
Sergei Gordeev ,49.0,$1.6 B,Real Estate ,Russia
Gupta family,pharmaceuticals,$2.82B,"Mumbai, India",
Krishna Kumar Bangur ,61.0,$1 B,Manufacturing ,India
Peter Spuhler ,62.0,$4.2 B,Manufacturing ,Switzerland
Jiang Rensheng & family ,68.0,$17.7 B,Healthcare ,China
Thomas Bailey ,85.0,$1.2 B,Finance & Investments ,United States
Abdulla bin Ahmad Al Ghurair & family ,,$2.6 B,Diversified ,United Arab Emirates
John Malone ,81.0,$7.4 B,Media & Entertainment ,United States
Jim Koch ,72.0,$1.6 B,Food & Beverage ,United States
Ulrike Meister ,55.0,$1.1 B,Manufacturing ,Germany
Zheng Jianjiang & family ,61.0,$1.6 B,Manufacturing ,China
Stewart & Lynda Resnick ,,$8 B,Food & Beverage ,United States
Li Jinyang ,,$1.5 B,Metals & Mining ,China
Janice McNair ,85.0,$4.2 B,Sports ,United States
Patrick Soon-Shiong ,69.0,$7.3 B,Healthcare ,United States
Thai Lee ,63.0,$4.1 B,Technology ,United States
David Hindawi ,77.0,$1.8 B,Technology ,United States
Charles Munger ,98.0,$2.5 B,Finance & Investments ,United States
Chen Wenyuan & family ,54.0,$1.4 B,Technology ,China
Steven Schuurman ,46.0,$1.1 B,Technology ,Netherlands
Jiang Weiping & family ,67.0,$6.4 B,Manufacturing ,China
Jim Coulter ,62.0,$2.6 B,Finance & Investments ,United States
Weiwei Li ,45.0,$1.7 B,Technology ,China
Wu Jianshu ,58.0,$6.3 B,Automotive ,Hong Kong
Jitendra Virwani ,56.0,$2.1 B,Real Estate ,India
Antonia Ax:son Johnson & family ,78.0,$7.2 B,Diversified ,Sweden
Chang Kuo-Hua ,67.0,$3 B,Logistics ,Taiwan
Anthony Langley ,67.0,$1.7 B,Diversified ,United Kingdom
Philip Anschutz ,82.0,$10.9 B,Finance & Investments ,United States
Wang Jilei ,57.0,$1.2 B,Logistics ,China
Fu Gang ,51.0,$1 B,Healthcare ,China
Stefan Quandt ,55.0,$20.7 B,Automotive ,Germany
Smita Crishna-Godrej ,71.0,$2.5 B,Diversified ,India
Salil Singhal,75,$3.65B,agrochemicals,India
Nicky Oppenheimer & family ,76.0,$8.7 B,Metals & Mining ,South Africa
John Paul DeJoria ,77.0,$2.8 B,Fashion & Retail ,United States
Carsten Koerl ,57.0,$1.2 B,Sports ,Germany
Ion Stoica ,57.0,$1.6 B,Technology ,Romania
Timothy Headington ,71.0,$1.5 B,Energy ,United States
Nusli Wadia,78,$3.6B,consumer goods,India
Jin Baofang ,69.0,$11.3 B,Energy ,China
Antti Aarnio-Wihuri ,82.0,$1.5 B,Diversified ,Finland
Chanchai Ruayrungruang ,68.0,$1 B,Real Estate ,China
David Paul ,55.0,$1.8 B,Healthcare ,United States
Farris Wilks ,70.0,$1.3 B,Energy ,United States
Gary Magness ,68.0,$1.4 B,Media & Entertainment ,United States
Lin Bin ,54.0,$5.1 B,Technology ,United States
Richard Schulze ,81.0,$4.3 B,Fashion & Retail ,United States
Johanna Braun ,42.0,$1 B,Healthcare ,Germany
Pedro de Godoy Bueno ,31.0,$1.1 B,Healthcare ,Brazil
Ipek Kirac ,37.0,$1.2 B,Diversified ,Turkey
David Nahmad ,74.0,$2 B,Fashion & Retail ,Monaco
Aristotelis Mistakidis ,60.0,$3.6 B,Metals & Mining ,Greece
Wim van der Leegte ,74.0,$1.2 B,Manufacturing ,Netherlands
Prasert Prasarttong-Osoth ,89.0,$3.4 B,Healthcare ,Thailand
Murali Divi,71,$6.4B,"pharmaceuticals, Self Made",India
Stelios Haji-Ioannou ,55.0,$1.1 B,Service ,Cyprus
Dong Fan ,52.0,$2.8 B,Healthcare ,China
Stanley Hubbard ,88.0,$1.8 B,Media & Entertainment ,United States
Tsai Eng-meng ,65.0,$7.8 B,Food & Beverage ,Taiwan
Hajime Satomi ,80.0,$1.3 B,Gambling & Casinos ,Japan
Long Jiang ,48.0,$1.1 B,Technology ,China
Chengzhong Hu ,61.0,$1.8 B,Manufacturing ,China
Joseph Tsai ,58.0,$8.4 B,Technology ,Canada
Rakesh Jhunjhunwala,"investments, Self Made",$5.5B,India,"Chartered Accountant, The Institute of Chartered Accountants of India; B.Com, University of Mumbai"
Vivek Chand Burman ,84.0,$2.7 B,Food & Beverage ,India
Hedda im Brahm-Droege ,67.0,$1.2 B,Finance & Investments ,Germany
Kuldip Singh & Gurbachan Singh Dhingra,"paints, Self Made",$9.4B,"Delhi, India",Married
Burman family,consumer goods,$11.8B,"Delhi, India",
Lei Jufang ,69.0,$1.9 B,Healthcare ,China
William Koch ,81.0,$1.6 B,Energy ,United States
Surin Upatkoon ,72.0,$1.1 B,Diversified ,Thailand
Klaus-Michael Kuehne ,84.0,$37.3 B,Logistics ,Germany
David Helgason ,44.0,$1.1 B,Technology ,Iceland
Kishore Mariwala ,87.0,$2.5 B,Food & Beverage ,India
Leonid Mikhelson ,66.0,$14 B,Energy ,Russia
Amy Wyss ,51.0,$2.1 B,Healthcare ,United States
Cao Ji ,70.0,$2.8 B,Manufacturing ,China
Friedrich Knapp ,70.0,$3.7 B,Fashion & Retail ,Germany
Marek Dospiva ,52.0,$1.5 B,Finance & Investments ,Czechia
Bent Jensen ,70.0,$1 B,Manufacturing ,Denmark
Dennis Anthony Uy ,55.0,$1 B,Telecom ,Philippines
Shlomo Kramer ,56.0,$2.2 B,Technology ,Israel
Li Xuhui ,53.0,$2 B,Food & Beverage ,China
Laurene Powell Jobs & family ,58.0,$16.4 B,Technology ,United States
Stephane Bonvin ,55.0,$1.2 B,Real Estate ,Switzerland
Liang Jiankun & family ,60.0,$1 B,Metals & Mining ,China
Benjamin Otto ,,$2.9 B,Fashion & Retail ,Germany
Bernard Broermann ,78.0,$4.2 B,Healthcare ,Germany
David Feffer ,65.0,$1.5 B,Manufacturing ,Brazil
Ken Fisher ,71.0,$5.3 B,Finance & Investments ,United States
James Leprino ,84.0,$3.6 B,Food & Beverage ,United States
Benoit Dageville ,55.0,$1.4 B,Technology ,United States
Zeng Weixiong ,,$1.1 B,Healthcare ,China
William Hockey ,32.0,$1.4 B,Finance & Investments ,United States
Shi Wen-long ,94.0,$2 B,Manufacturing ,Taiwan
Gu Wei ,57.0,$1.5 B,Manufacturing ,China
Scott Lin ,89.0,$1.4 B,Technology ,Taiwan
Hubert Burda ,82.0,$3.9 B,Media & Entertainment ,Germany
Carlos Slim Helu & family ,82.0,$81.2 B,Telecom ,Mexico
Timur Kulibaev ,55.0,$3.8 B,Finance & Investments ,Kazakhstan
Chetan Dube ,56.0,$2.4 B,Technology ,United States
Gary Friedman ,64.0,$2.1 B,Fashion & Retail ,United States
Ray Dalio ,72.0,$22 B,Finance & Investments ,United States
Ronald McAulay ,86.0,$3.5 B,Energy ,Hong Kong
Russ Weiner ,51.0,$4.1 B,Food & Beverage ,United States
Boris Rotenberg ,65.0,$1 B,Construction & Engineering ,Russia
Zbigniew Juroszek & family ,59.0,$1.2 B,Diversified ,Poland
Bahaa Hariri ,55.0,$2.1 B,Real Estate ,Lebanon
Kerry Stokes ,81.0,$4.2 B,Diversified ,Australia
Ken Kendrick ,78.0,$1 B,Sports ,United States
Renate Sick-Glaser ,,$1.7 B,Technology ,Germany
Walter Frey ,78.0,$3.1 B,Automotive ,Switzerland
Shao Zengming ,,$1.1 B,Manufacturing ,China
Bernhard Braun-Luedicke ,45.0,$1.5 B,Healthcare ,Germany
Bang Jun-hyuk ,53.0,$1.8 B,Media & Entertainment ,South Korea
Wesley Batista ,49.0,$4.3 B,Food & Beverage ,Brazil
Kenneth Dart ,66.0,$3.6 B,Finance & Investments ,Belize
Qi Jinxing ,60.0,$1.9 B,Real Estate ,China
Ren Jinsheng & family ,59.0,$1.6 B,Healthcare ,China
Tony Chen ,72.0,$1 B,Technology ,Taiwan
"James Cargill, II. ",72.0,$5 B,Food & Beverage ,United States
Dannine Avara ,58.0,$6.6 B,Energy ,United States
Darwin Deason ,81.0,$1.4 B,Service ,United States
Zhang Cheng Fei ,54.0,$1.1 B,Manufacturing ,China
Colin Zheng Huang ,42.0,$11.3 B,Technology ,China
Meng Qingshan & family ,73.0,$1.5 B,Manufacturing ,China
Qiu Minxiu ,76.0,$2.5 B,Technology ,China
James Dyson ,74.0,$9.2 B,Manufacturing ,United Kingdom
Thomas Pritzker ,71.0,$5 B,Finance & Investments ,United States
Kostyantin Zhevago ,48.0,$1.3 B,Metals & Mining ,Ukraine
Dinara Kulibaeva ,54.0,$3.8 B,Finance & Investments ,Kazakhstan
Marcel Erni ,57.0,$2.8 B,Finance & Investments ,Switzerland
Terrence Pegula ,71.0,$5.8 B,Energy ,United States
John Kusuma ,55.0,$1.2 B,Finance & Investments ,Indonesia
Swift Xie ,42.0,$1.4 B,Technology ,China
Zhang Fangliang ,57.0,$1.1 B,Healthcare ,China
Baoguo Zhu & family ,59.0,$4.6 B,Healthcare ,China
Murali Divi & family ,71.0,$8.1 B,Healthcare ,India
Sarah MacMillan ,68.0,$2.4 B,Food & Beverage ,United States
Chris Xu ,38.0,$5.4 B,Fashion & Retail ,China
Andrew Currie ,66.0,$5.4 B,Manufacturing ,United Kingdom
Binod Chaudhary ,66.0,$1.5 B,Diversified ,Nepal
Chaoqun Wu ,52.0,$1.1 B,Manufacturing ,China
Travis Kalanick ,45.0,$2.8 B,Technology ,United States
Liang Feng ,53.0,$5.2 B,Manufacturing ,China
Dhruv Sawhney ,77.0,$1 B,Construction & Engineering ,India
Satyanarayan Nuwal ,69.0,$1.3 B,Manufacturing ,India
Steven Udvar-Hazy ,76.0,$4.1 B,Service ,United States
Arvind Poddar,64,$3.97B,tires,India
Chan Tan Ching-fen ,,$3.3 B,Real Estate ,Hong Kong
Guillaume Pousaz ,40.0,$23 B,Finance & Investments ,Switzerland
Zhong Sheng Jian ,64.0,$1.6 B,Real Estate ,Singapore
Fernando Roig ,74.0,$1.5 B,Fashion & Retail ,Spain
Ibrahim Erdemoglu ,59.0,$1.8 B,Manufacturing ,Turkey
"Herbert Kohler, Jr. & family ",83.0,$8.8 B,Manufacturing ,United States
Radha Vembu ,49.0,$1.7 B,Technology ,India
Hailiang Feng ,61.0,$2.7 B,Metals & Mining ,China
Lee Sang-ryul ,60.0,$1.2 B,Manufacturing ,South Korea
Li Zhongchu ,58.0,$2.9 B,Technology ,China
Shi Yonghong & family ,53.0,$3.7 B,Food & Beverage ,China
David Murdock ,98.0,$2.3 B,Food & Beverage ,United States
Sanjiv Goenka ,61.0,$2.5 B,Diversified ,India
Nicola Leibinger-Kammueller ,62.0,$1.8 B,Manufacturing ,Germany
Denis Sverdlov ,43.0,$1.4 B,Automotive ,Russia
Edward Bass ,76.0,$2.4 B,Energy ,United States
Chen Xueling ,54.0,$1.2 B,Manufacturing ,China
Erich Wesjohann & family ,76.0,$5.6 B,Food & Beverage ,Germany
Liu Ming Chung ,59.0,$1.6 B,Manufacturing ,Brazil
Roger Penske ,85.0,$2.9 B,Automotive ,United States
Doris Fisher ,90.0,$2.6 B,Fashion & Retail ,United States
Andrei Guriev & family ,62.0,$4.8 B,Manufacturing ,Russia
Hiroshi Ishibashi ,75.0,$1 B,Automotive ,Japan
Premchand Godha ,75.0,$1.3 B,Healthcare ,India
Guangming Wu ,60.0,$2.9 B,Healthcare ,China
Jean Coutu & family ,94.0,$3.3 B,Fashion & Retail ,Canada
Tamara Gustavson ,60.0,$8.5 B,Service ,United States
Huang Chulong ,63.0,$5 B,Real Estate ,Canada
Adi Godrej ,80.0,$2.5 B,Diversified ,India
Michael Krasny ,68.0,$1.3 B,Technology ,United States
Clayton Zekelman ,53.0,$2.1 B,Manufacturing ,Canada
Timothy Boyle ,72.0,$2.3 B,Fashion & Retail ,United States
Safra Catz ,60.0,$1.5 B,Technology ,United States
Rajju Shroff ,88.0,$1.8 B,Manufacturing ,India
He Zhiping ,58.0,$1.5 B,Finance & Investments ,China
Sasson Dayan & family ,82.0,$1.3 B,Finance & Investments ,Brazil
Phil Knight & family ,84.0,$47.3 B,Fashion & Retail ,United States
Mao Lixiang & family ,81.0,$1.5 B,Technology ,China
Qin Long ,56.0,$1.5 B,Manufacturing ,China
Elaine Wynn ,79.0,$1.8 B,Gambling & Casinos ,United States
Scott Kapnick ,63.0,$1.4 B,Finance & Investments ,United States
Senapathy Gopalakrishnan,67,$3.4B,"software services, Self Made",India
Krit Ratanarak ,75.0,$1.8 B,Media & Entertainment ,Thailand
Zhang Lei ,49.0,$3 B,Finance & Investments ,China
Ted Lerner & family ,96.0,$4.5 B,Real Estate ,United States
Manuel Lao Hernández ,77.0,$1.5 B,Gambling & Casinos ,Spain
Weiguo Li ,57.0,$4.1 B,Manufacturing ,China
G. Rajendran ,79.0,$1.8 B,Fashion & Retail ,India
Morris Chang ,90.0,$2.7 B,Technology ,Taiwan
Lottie Tham & family ,72.0,$2.4 B,Fashion & Retail ,Sweden
Pankaj Patel,69,$3.9B,pharmaceuticals,India
Dongsheng Chen ,64.0,$3.3 B,Finance & Investments ,China
Donald Trump ,75.0,$3 B,Real Estate ,United States
J. Wayne Weaver ,86.0,$1.2 B,Diversified ,United States
Bernard Ecclestone & family ,91.0,$3 B,Sports ,United Kingdom
Sebastian Piñera & family ,72.0,$2.8 B,Finance & Investments ,Chile
Randal Nardone ,66.0,$1.3 B,Finance & Investments ,United States
Hal Jackman ,89.0,$1.8 B,Finance & Investments ,Canada
Stefan Olsson ,73.0,$1.4 B,Diversified ,Sweden
Zeng Chaoyi ,53.0,$1.3 B,Manufacturing ,China
Lu Weiding ,51.0,$3.1 B,Diversified ,China
Rudy Ma ,81.0,$3.2 B,Finance & Investments ,Taiwan
Jaime Gilinski Bacal ,64.0,$4.2 B,Finance & Investments ,Colombia
Ding Shui Po ,51.0,$1.4 B,Fashion & Retail ,China
David Tepper ,64.0,$16.7 B,Finance & Investments ,United States
John Brown ,87.0,$5.4 B,Healthcare ,United States
Jean-Pierre Cayard ,79.0,$1 B,Food & Beverage ,France
Fahed Hariri ,41.0,$1.2 B,Construction & Engineering ,Lebanon
Zhou Yifeng & family ,43.0,$1 B,Energy ,China
Alan Rydge ,69.0,$1 B,Media & Entertainment ,Australia
Leonid Radvinsky ,39.0,$1.2 B,Technology ,United States
Diego Della Valle ,68.0,$1.4 B,Fashion & Retail ,Italy
Lu Zongjun ,58.0,$1.6 B,Logistics ,China
"Jeremy Jacobs, Sr. & family ",82.0,$2.9 B,Service ,United States
John Bicket ,42.0,$1.7 B,Technology ,United States
Xu Yuejuan ,60.0,$1.6 B,Manufacturing ,China
George Lucas ,77.0,$6.1 B,Media & Entertainment ,United States
Wang Minwen ,58.0,$2.5 B,Technology ,China
Ning Wang & family ,35.0,$3 B,Media & Entertainment ,China
Paolo & Gianfelice Mario Rocca ,,$3.9 B,Metals & Mining ,Italy
Lee Boo-jin ,51.0,$4.1 B,Service ,South Korea
Ho Hung Anh ,51.0,$2.3 B,Finance & Investments ,Vietnam
Valerie Mars ,63.0,$7.9 B,Food & Beverage ,United States
Shari Arison ,64.0,$5 B,Service ,Israel
Erman Ilicak ,54.0,$2.3 B,Construction & Engineering ,Turkey
Huang Qiaoling ,63.0,$1.9 B,Media & Entertainment ,China
Vanich Chaiyawan ,90.0,$3.2 B,Finance & Investments ,Thailand
Ziv Aviram ,63.0,$1.5 B,Automotive ,Israel
Amancio Ortega ,86.0,$59.6 B,Fashion & Retail ,Spain
Jeff Bezos ,58.0,$171 B,Technology ,United States
Wenbiao Wang ,65.0,$2 B,Manufacturing ,China
Devendra Jain,93,$3B,chemicals,India
Arturo Moreno ,75.0,$3.6 B,Sports ,United States
Sanjeev Bikhchandani ,58.0,$2.6 B,Technology ,India
Sanjiv Goenka,61,$2.4B,diversified,India
Li Guoqing ,52.0,$1.6 B,Manufacturing ,China
Marc Andreessen ,50.0,$1.7 B,Finance & Investments ,United States
Quek Leng Chan ,80.0,$10.6 B,Diversified ,Malaysia
Sandeep Engineer ,60.0,$2.6 B,Manufacturing ,India
Luca Garavoglia ,53.0,$3.8 B,Food & Beverage ,Italy
Brett Blundy ,62.0,$2.2 B,Fashion & Retail ,Australia
"Henry Nicholas, III. ",62.0,$6.5 B,Technology ,United States
Gina Rinehart ,68.0,$30.2 B,Metals & Mining ,Australia
Forrest Preston ,89.0,$1.3 B,Healthcare ,United States
Shiv Nadar ,76.0,$28.7 B,Technology ,India
Zhuo Jun ,56.0,$1.4 B,Manufacturing ,Hong Kong
Benedicte Find ,,$1.1 B,Healthcare ,Denmark
Michael Otto ,78.0,$8.9 B,Fashion & Retail ,Germany
Wu Xushun & family ,73.0,$1.4 B,Diversified ,China
Youssef Mansour ,76.0,$1.5 B,Diversified ,Egypt
Li Shui-po ,65.0,$1.1 B,Manufacturing ,Taiwan
Radhakishan Damani,67,$29.4B,"retail, investments, Self Made",India
O. Francis Biondi ,57.0,$1.8 B,Finance & Investments ,United States
Gwendolyn Sontheim Meyer ,60.0,$5.5 B,Food & Beverage ,United States
Miao Yongjun ,54.0,$1.3 B,Healthcare ,China
Theodore Leonsis ,66.0,$1.6 B,Sports ,United States
Xu Wanmao ,77.0,$1.5 B,Service ,China
Donald Sterling ,87.0,$3.9 B,Real Estate ,United States
Michal Solowow ,59.0,$6.2 B,Finance & Investments ,Poland
Jorge Pinheiro Koren de Lima ,49.0,$1.6 B,Healthcare ,Brazil
Mark Zuckerberg ,37.0,$67.3 B,Technology ,United States
Bob Muglia ,62.0,$1.1 B,Technology ,United States
Ron Burkle ,69.0,$2.1 B,Finance & Investments ,United States
Zhou Jian ,45.0,$2.2 B,Energy ,China
Frits Goldschmeding ,88.0,$5.7 B,Service ,Netherlands
Reinhold Schmieding ,67.0,$7.2 B,Healthcare ,United States
Jorge Moll Filho & family ,77.0,$9.8 B,Healthcare ,Brazil
Egor Kulkov ,50.0,$2 B,Healthcare ,Russia
Satish Reddy ,54.0,$1.3 B,Healthcare ,India
Andrew Tan ,70.0,$2.8 B,Diversified ,Philippines
Brian Armstrong ,39.0,$6.6 B,Finance & Investments ,United States
Julia Koch & family ,59.0,$60 B,Diversified ,United States
P.P. Reddy,64,$2.73B,"infrastructure, Self Made",India
Julio Ponce Lerou ,76.0,$3.6 B,Metals & Mining ,Chile
Horst-Otto Gerberding ,69.0,$1 B,Food & Beverage ,Germany
Peter Gilgan ,71.0,$3.2 B,Construction & Engineering ,Canada
Vadim Moshkovich ,54.0,$1.4 B,Food & Beverage ,Russia
Alexander Karp ,54.0,$1.1 B,Technology ,United States
Yvon Chouinard ,83.0,$1.2 B,Fashion & Retail ,United States
Patrizio Bertelli ,76.0,$4 B,Fashion & Retail ,Italy
Christiane Schoeller ,,$2.5 B,Media & Entertainment ,Germany
Francesco Gaetano Caltagirone ,79.0,$3.9 B,Construction & Engineering ,Italy
C. Dean Metropoulos ,75.0,$2.7 B,Food & Beverage ,United States
K. Dinesh ,67.0,$2.8 B,Technology ,India
Jan Van Geet ,50.0,$1.7 B,Real Estate ,Belgium
Charlwin Mao ,,$1.8 B,Fashion & Retail ,China
Bruce Kovner ,77.0,$6.2 B,Finance & Investments ,United States
Steven Meng Yang & family ,39.0,$2.1 B,Technology ,China
Li Zhigang ,45.0,$1.7 B,Manufacturing ,China
Ding Shijia ,58.0,$7.7 B,Fashion & Retail ,China
Xiaojuan Zhang ,52.0,$2.3 B,Logistics ,China
Zhang Fan ,56.0,$3.1 B,Technology ,China
